Date,Parameter,Value,Unit
2021-01-03 12:52:05,PRESENCE,0,
2021-01-03 12:53:14,PRESENCE,1,
2021-01-03 12:57:48,PRESENCE,0,
2021-01-03 12:57:55,PRESENCE,1,
2021-01-03 13:06:04,PRESENCE,0,
2021-01-03 13:13:49,PRESENCE,1,
2021-01-03 13:19:52,PRESENCE,0,
2021-01-03 13:21:56,PRESENCE,1,
2021-01-03 13:31:55,PRESENCE,0,
2021-01-03 14:03:46,PRESENCE,1,
2021-01-03 14:07:56,PRESENCE,0,
2021-01-03 15:42:58,PRESENCE,1,
2021-01-03 15:55:43,PRESENCE,0,
2021-01-03 16:01:57,PRESENCE,1,
2021-01-03 16:06:15,PRESENCE,0,
2021-01-03 16:28:10,PRESENCE,1,
2021-01-03 16:32:19,PRESENCE,0,
2021-01-03 16:32:30,PRESENCE,1,
2021-01-03 16:39:51,PRESENCE,0,
2021-01-03 16:41:52,PRESENCE,1,
2021-01-03 16:46:14,PRESENCE,0,
2021-01-03 16:46:44,PRESENCE,1,
2021-01-03 16:54:33,PRESENCE,0,
2021-01-03 16:55:30,PRESENCE,1,
2021-01-03 17:00:56,PRESENCE,0,
2021-01-03 17:01:28,PRESENCE,1,
2021-01-03 17:13:18,PRESENCE,0,
2021-01-03 17:24:21,PRESENCE,1,
2021-01-03 17:29:28,PRESENCE,0,
2021-01-03 17:48:42,PRESENCE,1,
2021-01-03 17:57:11,PRESENCE,0,
2021-01-03 18:02:43,PRESENCE,1,
2021-01-03 18:13:12,PRESENCE,0,
2021-01-03 18:34:18,PRESENCE,1,
2021-01-03 18:38:24,PRESENCE,0,
2021-01-03 18:41:19,PRESENCE,1,
2021-01-03 18:46:21,PRESENCE,0,
2021-01-03 18:53:52,PRESENCE,1,
2021-01-03 18:57:59,PRESENCE,0,
2021-01-03 19:03:48,PRESENCE,1,
2021-01-03 19:09:58,PRESENCE,0,
2021-01-03 19:14:19,PRESENCE,1,
2021-01-03 19:23:40,PRESENCE,0,
2021-01-03 19:37:21,PRESENCE,1,
2021-01-03 19:48:21,PRESENCE,0,
2021-01-03 19:49:31,PRESENCE,1,
2021-01-03 19:58:11,PRESENCE,0,
2021-01-03 20:03:35,PRESENCE,1,
2021-01-03 20:08:24,PRESENCE,0,
2021-01-03 20:22:49,PRESENCE,1,
2021-01-03 20:28:04,PRESENCE,0,
2021-01-03 20:32:02,PRESENCE,1,
2021-01-03 20:36:08,PRESENCE,0,
2021-01-04 05:19:17,PRESENCE,1,
2021-01-04 05:27:45,PRESENCE,0,
2021-01-04 05:28:04,PRESENCE,1,
2021-01-04 05:33:48,PRESENCE,0,
2021-01-04 05:56:46,PRESENCE,1,
2021-01-04 06:01:20,PRESENCE,0,
2021-01-04 07:27:10,PRESENCE,1,
2021-01-04 07:32:22,PRESENCE,0,
2021-01-04 07:34:14,PRESENCE,1,
2021-01-04 07:38:56,PRESENCE,0,
2021-01-04 07:49:35,PRESENCE,1,
2021-01-04 07:53:47,PRESENCE,0,
2021-01-04 07:55:23,PRESENCE,1,
2021-01-04 07:59:41,PRESENCE,0,
2021-01-04 08:05:01,PRESENCE,1,
2021-01-04 08:09:27,PRESENCE,0,
2021-01-04 08:11:49,PRESENCE,1,
2021-01-04 08:16:22,PRESENCE,0,
2021-01-04 08:33:20,PRESENCE,1,
2021-01-04 08:39:16,PRESENCE,0,
2021-01-04 08:49:09,PRESENCE,1,
2021-01-04 08:55:56,PRESENCE,0,
2021-01-04 09:18:50,PRESENCE,1,
2021-01-04 09:27:35,PRESENCE,0,
2021-01-04 09:30:17,PRESENCE,1,
2021-01-04 09:34:46,PRESENCE,0,
2021-01-04 09:45:45,PRESENCE,1,
2021-01-04 09:51:09,PRESENCE,0,
2021-01-04 09:56:24,PRESENCE,1,
2021-01-04 10:00:30,PRESENCE,0,
2021-01-04 10:02:01,PRESENCE,1,
2021-01-04 10:06:06,PRESENCE,0,
2021-01-04 10:28:50,PRESENCE,1,
2021-01-04 10:33:04,PRESENCE,0,
2021-01-04 10:48:46,PRESENCE,1,
2021-01-04 10:54:01,PRESENCE,0,
2021-01-04 10:54:35,PRESENCE,1,
2021-01-04 11:00:11,PRESENCE,0,
2021-01-04 11:32:59,PRESENCE,1,
2021-01-04 11:41:13,PRESENCE,0,
2021-01-04 11:43:21,PRESENCE,1,
2021-01-04 11:51:10,PRESENCE,0,
2021-01-04 11:58:15,PRESENCE,1,
2021-01-04 12:05:08,PRESENCE,0,
2021-01-04 12:09:09,PRESENCE,1,
2021-01-04 12:16:11,PRESENCE,0,
2021-01-04 12:31:43,PRESENCE,1,
2021-01-04 12:36:30,PRESENCE,0,
2021-01-04 13:35:33,PRESENCE,1,
2021-01-04 13:39:49,PRESENCE,0,
2021-01-04 14:39:58,PRESENCE,1,
2021-01-04 14:49:25,PRESENCE,0,
2021-01-04 15:18:16,PRESENCE,1,
2021-01-04 15:22:22,PRESENCE,0,
2021-01-04 15:25:29,PRESENCE,1,
2021-01-04 15:33:58,PRESENCE,0,
2021-01-04 16:57:02,PRESENCE,1,
2021-01-04 17:05:03,PRESENCE,0,
2021-01-04 17:54:26,PRESENCE,1,
2021-01-04 17:58:33,PRESENCE,0,
2021-01-04 18:00:38,PRESENCE,1,
2021-01-04 18:06:25,PRESENCE,0,
2021-01-04 18:13:40,PRESENCE,1,
2021-01-04 18:22:53,PRESENCE,0,
2021-01-04 18:37:40,PRESENCE,1,
2021-01-04 18:44:58,PRESENCE,0,
2021-01-04 18:48:39,PRESENCE,1,
2021-01-04 18:53:21,PRESENCE,0,
2021-01-04 19:04:24,PRESENCE,1,
2021-01-04 19:09:23,PRESENCE,0,
2021-01-04 19:18:40,PRESENCE,1,
2021-01-04 19:25:23,PRESENCE,0,
2021-01-04 19:27:03,PRESENCE,1,
2021-01-04 19:31:50,PRESENCE,0,
2021-01-04 19:44:37,PRESENCE,1,
2021-01-04 19:50:33,PRESENCE,0,
2021-01-05 05:04:26,PRESENCE,1,
2021-01-05 05:15:16,PRESENCE,0,
2021-01-05 05:17:58,PRESENCE,1,
2021-01-05 05:22:35,PRESENCE,0,
2021-01-05 05:48:59,PRESENCE,1,
2021-01-05 05:53:05,PRESENCE,0,
2021-01-05 05:53:52,PRESENCE,1,
2021-01-05 05:58:55,PRESENCE,0,
2021-01-05 05:59:16,PRESENCE,1,
2021-01-05 06:03:28,PRESENCE,0,
2021-01-05 06:04:21,PRESENCE,1,
2021-01-05 06:08:28,PRESENCE,0,
2021-01-05 06:12:50,PRESENCE,1,
2021-01-05 06:20:36,PRESENCE,0,
2021-01-05 06:27:40,PRESENCE,1,
2021-01-05 06:41:30,PRESENCE,0,
2021-01-05 06:52:35,PRESENCE,1,
2021-01-05 06:56:54,PRESENCE,0,
2021-01-05 06:57:09,PRESENCE,1,
2021-01-05 07:05:40,PRESENCE,0,
2021-01-05 07:25:58,PRESENCE,1,
2021-01-05 07:30:17,PRESENCE,0,
2021-01-05 07:32:13,PRESENCE,1,
2021-01-05 07:36:20,PRESENCE,0,
2021-01-05 08:29:03,PRESENCE,1,
2021-01-05 08:33:51,PRESENCE,0,
2021-01-05 08:54:45,PRESENCE,1,
2021-01-05 09:01:17,PRESENCE,0,
2021-01-05 09:07:33,PRESENCE,1,
2021-01-05 09:15:33,PRESENCE,0,
2021-01-05 10:58:49,PRESENCE,1,
2021-01-05 11:10:22,PRESENCE,0,
2021-01-05 11:12:26,PRESENCE,1,
2021-01-05 11:17:34,PRESENCE,0,
2021-01-05 11:26:48,PRESENCE,1,
2021-01-05 11:34:30,PRESENCE,0,
2021-01-05 11:47:15,PRESENCE,1,
2021-01-05 11:52:42,PRESENCE,0,
2021-01-05 11:55:49,PRESENCE,1,
2021-01-05 11:59:55,PRESENCE,0,
2021-01-05 12:02:06,PRESENCE,1,
2021-01-05 12:06:12,PRESENCE,0,
2021-01-05 12:20:24,PRESENCE,1,
2021-01-05 12:33:56,PRESENCE,0,
2021-01-05 12:35:44,PRESENCE,1,
2021-01-05 12:43:29,PRESENCE,0,
2021-01-05 12:44:14,PRESENCE,1,
2021-01-05 12:57:32,PRESENCE,0,
2021-01-05 13:09:10,PRESENCE,1,
2021-01-05 13:15:28,PRESENCE,0,
2021-01-05 13:21:16,PRESENCE,1,
2021-01-05 13:29:41,PRESENCE,0,
2021-01-05 14:34:09,PRESENCE,1,
2021-01-05 14:38:52,PRESENCE,0,
2021-01-05 16:25:33,PRESENCE,1,
2021-01-05 16:33:57,PRESENCE,0,
2021-01-05 16:45:21,PRESENCE,1,
2021-01-05 16:49:37,PRESENCE,0,
2021-01-05 16:57:54,PRESENCE,1,
2021-01-05 17:02:30,PRESENCE,0,
2021-01-05 17:16:45,PRESENCE,1,
2021-01-05 17:23:31,PRESENCE,0,
2021-01-05 17:31:35,PRESENCE,1,
2021-01-05 17:39:12,PRESENCE,0,
2021-01-05 17:51:24,PRESENCE,1,
2021-01-05 17:56:49,PRESENCE,0,
2021-01-05 17:58:46,PRESENCE,1,
2021-01-05 18:05:02,PRESENCE,0,
2021-01-05 18:05:14,PRESENCE,1,
2021-01-05 18:10:14,PRESENCE,0,
2021-01-05 18:16:48,PRESENCE,1,
2021-01-05 18:20:56,PRESENCE,0,
2021-01-05 20:38:26,PRESENCE,1,
2021-01-05 20:42:51,PRESENCE,0,
2021-01-06 06:08:14,PRESENCE,1,
2021-01-06 06:14:34,PRESENCE,0,
2021-01-06 06:34:22,PRESENCE,1,
2021-01-06 06:38:35,PRESENCE,0,
2021-01-06 06:52:19,PRESENCE,1,
2021-01-06 07:05:58,PRESENCE,0,
2021-01-06 07:55:48,PRESENCE,1,
2021-01-06 08:02:26,PRESENCE,0,
2021-01-06 08:05:47,PRESENCE,1,
2021-01-06 08:16:25,PRESENCE,0,
2021-01-06 08:59:53,PRESENCE,1,
2021-01-06 09:07:29,PRESENCE,0,
2021-01-06 09:07:41,PRESENCE,1,
2021-01-06 09:43:18,PRESENCE,0,
2021-01-06 09:55:28,PRESENCE,1,
2021-01-06 10:00:12,PRESENCE,0,
2021-01-06 10:01:19,PRESENCE,1,
2021-01-06 10:16:06,PRESENCE,0,
2021-01-06 10:21:15,PRESENCE,1,
2021-01-06 10:25:46,PRESENCE,0,
2021-01-06 10:42:21,PRESENCE,1,
2021-01-06 10:47:55,PRESENCE,0,
2021-01-06 10:48:00,PRESENCE,1,
2021-01-06 10:53:37,PRESENCE,0,
2021-01-06 11:02:01,PRESENCE,1,
2021-01-06 11:06:49,PRESENCE,0,
2021-01-06 11:10:30,PRESENCE,1,
2021-01-06 11:14:37,PRESENCE,0,
2021-01-06 11:28:05,PRESENCE,1,
2021-01-06 11:34:00,PRESENCE,0,
2021-01-06 11:39:59,PRESENCE,1,
2021-01-06 11:46:22,PRESENCE,0,
2021-01-06 11:48:44,PRESENCE,1,
2021-01-06 11:53:26,PRESENCE,0,
2021-01-06 11:57:34,PRESENCE,1,
2021-01-06 12:14:31,PRESENCE,0,
2021-01-06 12:21:01,PRESENCE,1,
2021-01-06 12:29:50,PRESENCE,0,
2021-01-06 12:34:22,PRESENCE,1,
2021-01-06 12:38:29,PRESENCE,0,
2021-01-06 12:45:26,PRESENCE,1,
2021-01-06 12:49:42,PRESENCE,0,
2021-01-06 12:51:18,PRESENCE,1,
2021-01-06 13:00:16,PRESENCE,0,
2021-01-06 13:04:18,PRESENCE,1,
2021-01-06 13:09:44,PRESENCE,0,
2021-01-06 13:51:07,PRESENCE,1,
2021-01-06 13:55:25,PRESENCE,0,
2021-01-06 14:52:57,PRESENCE,1,
2021-01-06 14:57:59,PRESENCE,0,
2021-01-06 16:07:46,PRESENCE,1,
2021-01-06 16:13:46,PRESENCE,0,
2021-01-06 17:42:49,PRESENCE,1,
2021-01-06 17:52:27,PRESENCE,0,
2021-01-06 18:02:46,PRESENCE,1,
2021-01-06 18:11:32,PRESENCE,0,
2021-01-06 18:21:56,PRESENCE,1,
2021-01-06 18:31:01,PRESENCE,0,
2021-01-06 18:32:40,PRESENCE,1,
2021-01-06 18:43:01,PRESENCE,0,
2021-01-06 19:42:44,PRESENCE,1,
2021-01-06 19:48:18,PRESENCE,0,
2021-01-07 05:02:30,PRESENCE,1,
2021-01-07 05:09:13,PRESENCE,0,
2021-01-07 05:38:55,PRESENCE,1,
2021-01-07 05:43:21,PRESENCE,0,
2021-01-07 05:56:13,PRESENCE,1,
2021-01-07 06:01:12,PRESENCE,0,
2021-01-07 06:04:48,PRESENCE,1,
2021-01-07 06:12:20,PRESENCE,0,
2021-01-07 06:12:29,PRESENCE,1,
2021-01-07 06:17:10,PRESENCE,0,
2021-01-07 08:11:11,PRESENCE,1,
2021-01-07 08:16:31,PRESENCE,0,
2021-01-07 08:18:38,PRESENCE,1,
2021-01-07 08:23:51,PRESENCE,0,
2021-01-07 08:29:15,PRESENCE,1,
2021-01-07 08:37:52,PRESENCE,0,
2021-01-07 08:42:46,PRESENCE,1,
2021-01-07 08:47:37,PRESENCE,0,
2021-01-07 08:50:34,PRESENCE,1,
2021-01-07 08:58:13,PRESENCE,0,
2021-01-07 09:23:19,PRESENCE,1,
2021-01-07 09:27:25,PRESENCE,0,
2021-01-07 09:43:29,PRESENCE,1,
2021-01-07 09:49:08,PRESENCE,0,
2021-01-07 10:01:08,PRESENCE,1,
2021-01-07 10:05:54,PRESENCE,0,
2021-01-07 10:23:01,PRESENCE,1,
2021-01-07 10:28:48,PRESENCE,0,
2021-01-07 11:34:51,PRESENCE,1,
2021-01-07 11:40:17,PRESENCE,0,
2021-01-07 11:46:03,PRESENCE,1,
2021-01-07 11:52:56,PRESENCE,0,
2021-01-07 11:54:55,PRESENCE,1,
2021-01-07 12:01:14,PRESENCE,0,
2021-01-07 12:04:18,PRESENCE,1,
2021-01-07 12:09:21,PRESENCE,0,
2021-01-07 12:10:38,PRESENCE,1,
2021-01-07 12:21:41,PRESENCE,0,
2021-01-07 12:30:03,PRESENCE,1,
2021-01-07 12:44:22,PRESENCE,0,
2021-01-07 13:02:26,PRESENCE,1,
2021-01-07 13:07:24,PRESENCE,0,
2021-01-07 13:37:48,PRESENCE,1,
2021-01-07 13:41:54,PRESENCE,0,
2021-01-07 13:59:57,PRESENCE,1,
2021-01-07 14:04:15,PRESENCE,0,
2021-01-07 16:40:02,PRESENCE,1,
2021-01-07 16:44:28,PRESENCE,0,
2021-01-07 16:45:18,PRESENCE,1,
2021-01-07 16:51:13,PRESENCE,0,
2021-01-07 17:27:46,PRESENCE,1,
2021-01-07 17:36:18,PRESENCE,0,
2021-01-07 17:59:27,PRESENCE,1,
2021-01-07 18:03:33,PRESENCE,0,
2021-01-07 18:07:08,PRESENCE,1,
2021-01-07 18:15:14,PRESENCE,0,
2021-01-07 18:17:33,PRESENCE,1,
2021-01-07 18:22:55,PRESENCE,0,
2021-01-07 18:36:04,PRESENCE,1,
2021-01-07 18:44:16,PRESENCE,0,
2021-01-07 18:46:53,PRESENCE,1,
2021-01-07 18:57:10,PRESENCE,0,
2021-01-07 18:59:04,PRESENCE,1,
2021-01-07 19:04:36,PRESENCE,0,
2021-01-08 05:20:15,PRESENCE,1,
2021-01-08 05:26:40,PRESENCE,0,
2021-01-08 05:38:34,PRESENCE,1,
2021-01-08 05:46:06,PRESENCE,0,
2021-01-08 06:44:49,PRESENCE,1,
2021-01-08 06:48:55,PRESENCE,0,
2021-01-08 06:54:33,PRESENCE,1,
2021-01-08 07:00:07,PRESENCE,0,
2021-01-08 07:09:53,PRESENCE,1,
2021-01-08 07:19:15,PRESENCE,0,
2021-01-08 07:35:16,PRESENCE,1,
2021-01-08 07:40:18,PRESENCE,0,
2021-01-08 08:08:03,PRESENCE,1,
2021-01-08 08:16:12,PRESENCE,0,
2021-01-08 11:52:13,PRESENCE,1,
2021-01-08 12:02:00,PRESENCE,0,
2021-01-08 12:04:03,PRESENCE,1,
2021-01-08 12:11:48,PRESENCE,0,
2021-01-08 12:11:55,PRESENCE,1,
2021-01-08 12:25:12,PRESENCE,0,
2021-01-08 12:33:01,PRESENCE,1,
2021-01-08 12:47:34,PRESENCE,0,
2021-01-08 13:23:22,PRESENCE,1,
2021-01-08 13:27:51,PRESENCE,0,
2021-01-08 15:21:11,PRESENCE,1,
2021-01-08 15:31:32,PRESENCE,0,
2021-01-08 15:35:27,PRESENCE,1,
2021-01-08 15:50:24,PRESENCE,0,
2021-01-08 16:05:41,PRESENCE,1,
2021-01-08 16:10:26,PRESENCE,0,
2021-01-08 16:42:48,PRESENCE,1,
2021-01-08 16:51:02,PRESENCE,0,
2021-01-08 17:06:45,PRESENCE,1,
2021-01-08 17:11:15,PRESENCE,0,
2021-01-08 18:06:10,PRESENCE,1,
2021-01-08 18:11:11,PRESENCE,0,
2021-01-08 18:12:55,PRESENCE,1,
2021-01-08 18:20:27,PRESENCE,0,
2021-01-08 18:24:11,PRESENCE,1,
2021-01-08 18:29:51,PRESENCE,0,
2021-01-08 18:32:33,PRESENCE,1,
2021-01-08 18:36:54,PRESENCE,0,
2021-01-08 18:43:23,PRESENCE,1,
2021-01-08 18:54:11,PRESENCE,0,
2021-01-08 19:07:31,PRESENCE,1,
2021-01-08 19:12:24,PRESENCE,0,
2021-01-08 19:14:12,PRESENCE,1,
2021-01-08 19:24:01,PRESENCE,0,
2021-01-08 20:19:19,PRESENCE,1,
2021-01-08 20:23:28,PRESENCE,0,
2021-01-09 05:19:53,PRESENCE,1,
2021-01-09 05:26:16,PRESENCE,0,
2021-01-09 06:49:18,PRESENCE,1,
2021-01-09 06:57:28,PRESENCE,0,
2021-01-09 08:00:00,PRESENCE,1,
2021-01-09 08:10:22,PRESENCE,0,
2021-01-09 08:21:22,PRESENCE,1,
2021-01-09 08:25:29,PRESENCE,0,
2021-01-09 08:31:39,PRESENCE,1,
2021-01-09 08:49:39,PRESENCE,0,
2021-01-09 08:51:42,PRESENCE,1,
2021-01-09 08:56:58,PRESENCE,0,
2021-01-09 09:17:28,PRESENCE,1,
2021-01-09 09:25:24,PRESENCE,0,
2021-01-09 09:28:33,PRESENCE,1,
2021-01-09 09:40:30,PRESENCE,0,
2021-01-09 09:41:26,PRESENCE,1,
2021-01-09 09:49:23,PRESENCE,0,
2021-01-09 09:50:56,PRESENCE,1,
2021-01-09 10:00:32,PRESENCE,0,
2021-01-09 10:03:15,PRESENCE,1,
2021-01-09 10:08:45,PRESENCE,0,
2021-01-09 10:21:28,PRESENCE,1,
2021-01-09 10:25:44,PRESENCE,0,
2021-01-09 10:36:22,PRESENCE,1,
2021-01-09 10:43:23,PRESENCE,0,
2021-01-09 10:46:26,PRESENCE,1,
2021-01-09 10:51:42,PRESENCE,0,
2021-01-09 11:32:23,PRESENCE,1,
2021-01-09 11:36:30,PRESENCE,0,
2021-01-09 11:41:44,PRESENCE,1,
2021-01-09 11:47:30,PRESENCE,0,
2021-01-09 11:56:31,PRESENCE,1,
2021-01-09 12:01:09,PRESENCE,0,
2021-01-09 12:01:33,PRESENCE,1,
2021-01-09 12:13:26,PRESENCE,0,
2021-01-09 12:15:54,PRESENCE,1,
2021-01-09 12:21:48,PRESENCE,0,
2021-01-09 12:22:55,PRESENCE,1,
2021-01-09 12:27:57,PRESENCE,0,
2021-01-09 12:31:00,PRESENCE,1,
2021-01-09 12:36:05,PRESENCE,0,
2021-01-09 12:37:58,PRESENCE,1,
2021-01-09 12:44:27,PRESENCE,0,
2021-01-09 12:46:47,PRESENCE,1,
2021-01-09 12:54:09,PRESENCE,0,
2021-01-09 12:58:24,PRESENCE,1,
2021-01-09 13:03:38,PRESENCE,0,
2021-01-09 15:53:20,PRESENCE,1,
2021-01-09 15:57:42,PRESENCE,0,
2021-01-09 16:00:48,PRESENCE,1,
2021-01-09 16:05:52,PRESENCE,0,
2021-01-09 16:08:03,PRESENCE,1,
2021-01-09 16:12:56,PRESENCE,0,
2021-01-09 16:19:30,PRESENCE,1,
2021-01-09 16:43:03,PRESENCE,0,
2021-01-09 16:44:51,PRESENCE,1,
2021-01-09 17:02:12,PRESENCE,0,
2021-01-09 17:08:45,PRESENCE,1,
2021-01-09 17:12:52,PRESENCE,0,
2021-01-09 17:38:59,PRESENCE,1,
2021-01-09 17:43:06,PRESENCE,0,
2021-01-09 17:52:28,PRESENCE,1,
2021-01-09 17:56:44,PRESENCE,0,
2021-01-09 18:00:44,PRESENCE,1,
2021-01-09 18:06:35,PRESENCE,0,
2021-01-09 18:19:22,PRESENCE,1,
2021-01-09 18:25:18,PRESENCE,0,
2021-01-09 18:26:21,PRESENCE,1,
2021-01-09 18:31:43,PRESENCE,0,
2021-01-09 18:41:31,PRESENCE,1,
2021-01-09 18:45:38,PRESENCE,0,
2021-01-09 18:49:03,PRESENCE,1,
2021-01-09 18:59:46,PRESENCE,0,
2021-01-09 21:43:38,PRESENCE,1,
2021-01-09 21:49:16,PRESENCE,0,
2021-01-10 00:08:44,PRESENCE,1,
2021-01-10 00:13:45,PRESENCE,0,
2021-01-10 05:35:24,PRESENCE,1,
2021-01-10 05:46:49,PRESENCE,0,
2021-01-10 06:01:07,PRESENCE,1,
2021-01-10 06:15:42,PRESENCE,0,
2021-01-10 06:18:26,PRESENCE,1,
2021-01-10 06:24:45,PRESENCE,0,
2021-01-10 06:44:07,PRESENCE,1,
2021-01-10 06:48:28,PRESENCE,0,
2021-01-10 08:25:50,PRESENCE,1,
2021-01-10 08:37:23,PRESENCE,0,
2021-01-10 09:04:56,PRESENCE,1,
2021-01-10 09:09:03,PRESENCE,0,
2021-01-10 10:23:22,PRESENCE,1,
2021-01-10 10:28:50,PRESENCE,0,
2021-01-10 12:42:41,PRESENCE,1,
2021-01-10 12:59:21,PRESENCE,0,
2021-01-10 12:59:59,PRESENCE,1,
2021-01-10 13:16:37,PRESENCE,0,
2021-01-10 13:25:21,PRESENCE,1,
2021-01-10 13:36:32,PRESENCE,0,
2021-01-10 13:43:50,PRESENCE,1,
2021-01-10 13:48:38,PRESENCE,0,
2021-01-10 13:49:56,PRESENCE,1,
2021-01-10 13:54:05,PRESENCE,0,
2021-01-10 13:54:12,PRESENCE,1,
2021-01-10 13:58:18,PRESENCE,0,
2021-01-10 14:30:10,PRESENCE,1,
2021-01-10 14:35:56,PRESENCE,0,
2021-01-10 15:23:49,PRESENCE,1,
2021-01-10 15:28:22,PRESENCE,0,
2021-01-10 16:11:28,PRESENCE,1,
2021-01-10 16:29:31,PRESENCE,0,
2021-01-10 16:48:31,PRESENCE,1,
2021-01-10 16:52:37,PRESENCE,0,
2021-01-10 17:38:50,PRESENCE,1,
2021-01-10 17:48:15,PRESENCE,0,
2021-01-10 17:54:40,PRESENCE,1,
2021-01-10 17:58:58,PRESENCE,0,
2021-01-10 17:59:54,PRESENCE,1,
2021-01-10 18:05:48,PRESENCE,0,
2021-01-10 18:09:52,PRESENCE,1,
2021-01-10 18:21:06,PRESENCE,0,
2021-01-10 18:26:41,PRESENCE,1,
2021-01-10 18:36:30,PRESENCE,0,
2021-01-10 18:37:05,PRESENCE,1,
2021-01-10 18:47:11,PRESENCE,0,
2021-01-10 18:55:41,PRESENCE,1,
2021-01-10 19:02:00,PRESENCE,0,
2021-01-10 19:08:38,PRESENCE,1,
2021-01-10 19:15:05,PRESENCE,0,
2021-01-10 19:15:46,PRESENCE,1,
2021-01-10 19:22:08,PRESENCE,0,
2021-01-10 22:21:05,PRESENCE,1,
2021-01-10 22:28:26,PRESENCE,0,
2021-01-11 07:06:12,PRESENCE,1,
2021-01-11 07:14:37,PRESENCE,0,
2021-01-11 07:16:46,PRESENCE,1,
2021-01-11 07:28:55,PRESENCE,0,
2021-01-11 07:31:57,PRESENCE,1,
2021-01-11 07:36:29,PRESENCE,0,
2021-01-11 07:41:46,PRESENCE,1,
2021-01-11 07:53:46,PRESENCE,0,
2021-01-11 07:54:13,PRESENCE,1,
2021-01-11 07:58:49,PRESENCE,0,
2021-01-11 08:01:09,PRESENCE,1,
2021-01-11 08:09:54,PRESENCE,0,
2021-01-11 08:29:01,PRESENCE,1,
2021-01-11 08:33:12,PRESENCE,0,
2021-01-11 09:07:50,PRESENCE,1,
2021-01-11 09:13:53,PRESENCE,0,
2021-01-11 09:35:25,PRESENCE,1,
2021-01-11 09:45:24,PRESENCE,0,
2021-01-11 09:48:00,PRESENCE,1,
2021-01-11 09:52:06,PRESENCE,0,
2021-01-11 09:52:57,PRESENCE,1,
2021-01-11 10:06:32,PRESENCE,0,
2021-01-11 11:07:26,PRESENCE,1,
2021-01-11 11:15:30,PRESENCE,0,
2021-01-11 11:29:27,PRESENCE,1,
2021-01-11 11:38:48,PRESENCE,0,
2021-01-11 11:42:52,PRESENCE,1,
2021-01-11 12:02:46,PRESENCE,0,
2021-01-11 12:02:58,PRESENCE,1,
2021-01-11 12:09:57,PRESENCE,0,
2021-01-11 12:36:26,PRESENCE,1,
2021-01-11 12:40:46,PRESENCE,0,
2021-01-11 13:10:03,PRESENCE,1,
2021-01-11 13:17:36,PRESENCE,0,
2021-01-11 13:17:41,PRESENCE,1,
2021-01-11 13:22:57,PRESENCE,0,
2021-01-11 13:23:22,PRESENCE,1,
2021-01-11 13:27:34,PRESENCE,0,
2021-01-11 13:28:46,PRESENCE,1,
2021-01-11 13:47:31,PRESENCE,0,
2021-01-11 13:49:59,PRESENCE,1,
2021-01-11 13:54:31,PRESENCE,0,
2021-01-11 13:55:42,PRESENCE,1,
2021-01-11 14:11:01,PRESENCE,0,
2021-01-11 14:19:16,PRESENCE,1,
2021-01-11 14:32:17,PRESENCE,0,
2021-01-11 14:32:26,PRESENCE,1,
2021-01-11 14:36:32,PRESENCE,0,
2021-01-11 14:37:25,PRESENCE,1,
2021-01-11 14:41:39,PRESENCE,0,
2021-01-11 14:54:36,PRESENCE,1,
2021-01-11 14:59:56,PRESENCE,0,
2021-01-11 15:22:11,PRESENCE,1,
2021-01-11 15:28:32,PRESENCE,0,
2021-01-11 15:30:17,PRESENCE,1,
2021-01-11 15:45:05,PRESENCE,0,
2021-01-11 15:47:46,PRESENCE,1,
2021-01-11 15:51:53,PRESENCE,0,
2021-01-11 15:54:42,PRESENCE,1,
2021-01-11 16:02:16,PRESENCE,0,
2021-01-11 16:11:00,PRESENCE,1,
2021-01-11 16:16:20,PRESENCE,0,
2021-01-11 16:18:07,PRESENCE,1,
2021-01-11 16:22:55,PRESENCE,0,
2021-01-11 17:29:47,PRESENCE,1,
2021-01-11 17:37:44,PRESENCE,0,
2021-01-11 17:40:35,PRESENCE,1,
2021-01-11 17:44:41,PRESENCE,0,
2021-01-11 17:45:45,PRESENCE,1,
2021-01-11 17:55:19,PRESENCE,0,
2021-01-11 17:59:56,PRESENCE,1,
2021-01-11 18:05:25,PRESENCE,0,
2021-01-11 18:10:06,PRESENCE,1,
2021-01-11 18:31:10,PRESENCE,0,
2021-01-11 18:34:40,PRESENCE,1,
2021-01-11 18:42:26,PRESENCE,0,
2021-01-12 02:28:18,PRESENCE,1,
2021-01-12 02:34:00,PRESENCE,0,
2021-01-12 02:34:10,PRESENCE,1,
2021-01-12 02:39:19,PRESENCE,0,
2021-01-12 06:38:35,PRESENCE,1,
2021-01-12 06:45:21,PRESENCE,0,
2021-01-12 07:02:19,PRESENCE,1,
2021-01-12 07:06:32,PRESENCE,0,
2021-01-12 07:07:07,PRESENCE,1,
2021-01-12 07:26:24,PRESENCE,0,
2021-01-12 07:52:39,PRESENCE,1,
2021-01-12 07:57:36,PRESENCE,0,
2021-01-12 08:04:02,PRESENCE,1,
2021-01-12 08:08:11,PRESENCE,0,
2021-01-12 08:54:07,PRESENCE,1,
2021-01-12 08:58:42,PRESENCE,0,
2021-01-12 09:42:48,PRESENCE,1,
2021-01-12 09:49:26,PRESENCE,0,
2021-01-12 11:05:54,PRESENCE,1,
2021-01-12 11:18:12,PRESENCE,0,
2021-01-12 11:20:01,PRESENCE,1,
